Year,Movie,Worldwide
2012,Baramgwa hamjje sarajida,"$28,686,545 "
2012,The Master,"$29,044,338 "
2012,Wu Xia,"$29,284,214 "
2012,Ai,"$29,338,638 "
2012,De rouille et d¡¯os,"$29,393,634 "
2012,Si da ming bu,"$29,567,632 "
2012,The Raven,"$30,601,801 "
2012,Joyful Noise,"$31,157,914 "
2012,Movie 43,"$31,164,747 "
2012,Premium Rush,"$31,393,201 "
2012,Three Heroes on Distant Shores,"$31,476,575 "
2012,Benvenuti al nord,"$31,546,647 "
2012,Agneepath,"$32,186,870 "
2012,Rowdy Rathore,"$32,208,348 "
2012,Fetih 1453,"$32,481,209 "
2012,Bait 3D,"$32,588,670 "
2012,Katy Perry: Part of Me,"$32,700,439 "
2012,Salmon Fishing in the Yemen,"$33,008,656 "
2012,Seven Psychopaths,"$33,035,736 "
2012,The Perks of Being a Wallflower,"$33,069,303 "
2012,2016: Obama¡¯s America,"$33,349,941 "
2012,Lockout,"$33,943,049 "
2012,Cirque du Soleil: Worlds Away,"$34,153,101 "
2012,Ta-weo,"$34,411,903 "
2012,Zambezia,"$34,454,336 "
2012,Sammy's avonturen 2,"$34,715,056 "
2012,Alex Cross,"$35,426,759 "
2012,Tyler Perry's Good Deeds,"$35,579,177 "
2012,Arbitrage,"$35,830,713 "
2012,Always 3 Chome no yuhi '64 3,"$36,119,625 "
2012,One for the Money,"$36,197,221 "
2012,Haywire,"$36,374,700 "
2012,Barfi,"$36,751,984 "
2012,Amour,"$36,787,044 "
2012,Chimpanzee,"$36,834,823 "
2012,La v¨¦rit¨¦ si je mens! 3,"$36,960,781 "
2012,Ting Feng Zhe,"$38,503,726 "
2012,Killing Them Softly,"$39,238,443 "
2012,The Guilt Trip,"$41,294,674 "
2012,Dredd,"$41,467,606 "
2012,Safe,"$41,495,213 "
2012,Meitantei Conan: Juichi-ninme no Striker,"$41,863,105 "
2012,Dabangg 2,"$42,165,098 "
2012,Chernobyl Diaries,"$42,411,721 "
2012,Sur la piste du Marsupilami,"$43,343,964 "
2012,_kami Kodomo no Ame to Yuki,"$43,907,351 "
2012,House at the End of the Street,"$44,103,982 "
2012,Neuk-dae-so-nyeon,"$44,685,170 "
2012,Cold War,"$45,249,153 "
2012,Trouble with the Curve,"$47,818,913 "
2012,Red Dawn,"$48,164,150 "
2012,Les petits mouchoirs,"$48,530,887 "
2012,Man on a Ledge,"$49,621,440 "
2012,Red Tails,"$50,365,498 "
2012,Las aventuras de Tadeo Jones,"$51,029,081 "
2012,The Three Stooges,"$54,052,249 "
2012,Lawless,"$54,393,687 "
2012,The Odd Life of Timothy Green,"$55,249,159 "
2012,Yi jiu si er,"$55,287,687 "
2012,Silent Hill: Revelation 3D,"$55,975,672 "
2012,Quartet,"$56,178,935 "
2012,Evangelion Shin Gekij_ban: Kyu,"$57,019,825 "
2012,End of Watch,"$57,586,606 "
2012,That¡¯s My Boy,"$58,879,681 "
2012,Ast¨¦rix et Ob¨¦lix: Au service de Sa Mÿ,"$60,680,125 "
2012,Rock of Ages,"$61,031,932 "
2012,The Five-Year Engagement,"$61,623,819 "
2012,Ek Tha Tiger,"$62,347,774 "
2012,Tyler Perry's Madea's Witness Protection,"$66,950,887 "
2012,Secret of the Wings,"$67,084,376 "
2012,The Watch,"$67,130,045 "
2012,Moonrise Kingdom,"$68,848,446 "
2012,Odoru Dais_sasen the Final: Aratanaruÿ,"$70,519,044 "
2012,One Piece Film Z,"$70,569,231 "
2012,The Cabin in the Woods,"$70,683,134 "
2012,Anna Karenina,"$71,004,627 "
2012,Here Comes the Boom,"$73,239,258 "
2012,To Rome with Love,"$74,290,305 "
2012,Thermae Romae,"$75,387,554 "
2012,Diary of a Wimpy Kid: Dog Days,"$77,229,695 "
2012,Frankenweenie,"$81,150,788 "
2012,The Grey,"$81,249,176 "
2012,Act of Valor,"$82,497,035 "
2012,Savages,"$82,513,490 "
2012,The Possession,"$82,925,064 "
2012,Long men fei jia,"$85,130,718 "
2012,The Inbetweeners,"$86,051,320 "
2012,Dodookdeul,"$86,960,532 "
2012,Sinister,"$87,727,807 "
2012,Brave Hearts Umizaru,"$88,331,372 "
2012,What to Expect When You're Expecting,"$88,473,016 "
2012,This is 40,"$90,221,182 "
2012,"Gwanghae, Wangyidoen namja","$90,913,144 "
2012,The Lucky One,"$96,633,833 "
2012,Jin l¨ªng sh¨ª san chai,"$98,227,017 "
2012,Contraband,"$98,406,855 "
2012,The Devil Inside,"$101,759,490 "
2012,Project X,"$103,028,188 "
2012,The Campaign,"$104,907,746 "
2012,ParaNorman,"$108,119,662 "
2012,Think Like a Man,"$113,373,764 "
2012,The Iron Lady,"$115,592,104 "
2012,Pitch Perfect,"$116,044,347 "
2012,Hua Pi 2,"$118,528,842 "
2012,Parental Guidance,"$120,832,383 "
2012,Chronicle,"$123,681,790 "
2012,Sap ji sang ciu,"$128,230,000 "
2012,The Woman in Black,"$128,955,898 "
2012,Cloud Atlas,"$130,673,154 "
2012,Hope Springs,"$133,085,295 "
2012,Zero Dark Thirty,"$134,612,435 "
2012,The Best Exotic Marigold Hotel,"$134,639,780 "
2012,The Pirates! Band of Misfits,"$136,143,605 "
2012,Abraham Lincoln: Vampire Hunter,"$137,489,730 "
2012,Paranormal Activity 4,"$142,817,992 "
2012,Ghost Rider: Spirit of Vengeance,"$149,217,355 "
2012,Kari gurashi no Arietti,"$151,496,097 "
2012,This Means War,"$156,974,557 "
2012,Underworld: Awakening,"$160,379,930 "
2012,Flight,"$160,558,438 "
2012,Step Up Revolution,"$165,552,290 "
2012,The Impossible,"$169,590,606 "
2012,Shi Er Sheng Xiao,"$169,994,606 "
2012,Looper,"$170,466,405 "
2012,Magic Mike,"$170,549,753 "
2012,Mirror Mirror,"$173,613,482 "
2012,The Dictator,"$180,148,897 "
2012,The Vow,"$197,618,160 "
2012,21 Jump Street,"$202,812,429 "
2012,Ren zai jiong tu zhi tai jiong,"$205,400,000 "
2012,Safe House,"$207,884,401 "
2012,Total Recall,"$211,856,088 "
2012,Jack Reacher,"$217,370,736 "
2012,Argo,"$227,140,757 "
2012,Silver Linings Playbook,"$236,412,453 "
2012,American Reunion,"$236,799,211 "
2012,Dark Shadows,"$238,202,668 "
2012,Resident Evil: Retribution,"$240,647,629 "
2012,Lincoln,"$273,346,281 "
2012,The Bourne Legacy,"$280,355,920 "
2012,John Carter,"$282,778,100 "
2012,Wrath of the Titans,"$305,270,083 "
2012,Rise of the Guardians,"$306,941,670 "
2012,The Expendables 2,"$311,979,256 "
2012,Battleship,"$313,477,717 "
2012,Journey 2: The Mysterious Island,"$318,146,162 "
2012,Dr. Seuss¡¯ The Lorax,"$350,976,753 "
2012,Taken 2,"$377,807,404 "
2012,Hotel Transylvania,"$378,119,469 "
2012,Snow White and the Huntsman,"$401,021,746 "
2012,Prometheus,"$402,448,265 "
2012,Les Mis¨¦rables,"$438,420,442 "
2012,Django Unchained,"$449,841,566 "
2012,Les Intouchables,"$484,630,908 "
2012,Wreck-It Ralph,"$496,511,521 "
2012,Brave,"$554,606,532 "
2012,Ted,"$556,016,627 "
2012,Life of Pi,"$619,310,368 "
2012,Men in Black 3,"$654,213,485 "
2012,The Hunger Games,"$677,923,379 "
2012,Madagascar 3: Europe's Most Wanted,"$746,921,271 "
2012,The Amazing Spider-Man,"$757,890,267 "
2012,"The Twilight Saga: Breaking Dawn, Part 2",829724737.00 
2012,Ice Age: Continental Drift,879765137.00 
2012,The Hobbit: An Unexpected Journey,1014938545.00 
2012,The Dark Knight Rises,1082228107.00 
2012,Skyfall,1110526981.00 
2012,The Avengers,1515100211.00 
2013,La Cage Doree,"$13,300,000 "
2013,Redemption,"$13,593,473 "
2013,Pulling Strings,"$13,725,819 "
2013,Los amantes pasajeros,"$13,938,680 "
2013,Shootout at Wadala,"$14,038,660 "
2013,Journey to the South Pacific,"$14,485,173 "
2013,Emperor,"$14,905,469 "
2013,Hwai: Goimooleul Samkin Ai,"$15,119,344 "
2013,Out of the Furnace,"$15,434,375 "
2013,Les gamins,"$15,660,664 "
2013,Le pass¨¦,"$15,752,575 "
2013,Paranoia,"$16,340,767 "
2013,Battle of the Year,"$16,723,377 "
2013,Fruitvale Station,"$17,549,645 "
2013,9 mois ferme,"$17,787,755 "
2013,Boule et Bill,"$17,850,115 "
2013,Machete Kills,"$18,273,009 "
2013,Admission,"$18,733,666 "
2013,Kaguyahime no monogatari,"$19,312,701 "
2013,Dead Man Down,"$19,599,974 "
2013,Soshite chichi ni naru,"$19,896,734 "
2013,Tai Chi Hero,"$20,016,042 "
2013,Khumba,"$20,898,221 "
2013,Nazotoki Wa Dinner No Ato De,"$21,216,502 "
2013,Feichang Xingyun,"$21,970,000 "
2013,Nosotros Los Nobles,"$22,073,311 "
2013,Trance,"$22,594,052 "
2013,Bullet to the Head,"$22,597,969 "
2013,Seupai,"$22,614,450 "
2013,Baggage Claim,"$22,885,836 "
2013,La Vie d'Ad¨¨le _ Chapitres 1 & 2,"$22,895,151 "
2013,Kuai Le Dao Jia,"$23,210,000 "
2013,Before Midnight,"$23,241,189 "
2013,Du zhan,"$23,396,698 "
2013,Baksoogundal,"$23,593,168 "
2013,Bei Tou Zou De Wu Nian,"$23,840,000 "
2013,Nebraska,"$24,761,360 "
2013,Te shu shen fen,"$25,040,000 "
2013,The Last Exorcism Part II,"$25,448,707 "
2013,Enough Said,"$25,621,449 "
2013,Platinum Data,"$25,920,896 "
2013,Yi Ye Jing Xi,"$26,212,188 "
2013,Legenda No. 17,"$26,651,774 "
2013,Sinsegye,"$26,749,542 "
2013,The Way Way Back,"$26,853,810 "
2013,You're Next,"$26,887,177 "
2013,Un monstre ¨¤ Paris,"$27,000,219 "
2013,Belle et S¨¦bastien,"$27,042,499 "
2013,The Incredible Burt Wonderstone,"$27,392,609 "
2013,Daai mo seut si,"$27,394,383 "
2013,Schlussmacher,"$27,416,995 "
2013,Dark Skies,"$27,704,111 "
2013,Manatsu no h_teishiki,"$27,881,203 "
2013,I Give It a Year,"$28,328,531 "
2013,Quan Min Mu Ji,"$29,260,000 "
2013,Meitantei Konan Zekkai no Puraib¨¥to Ai,"$29,302,051 "
2013,Race 2,"$29,476,034 "
2013,La grande bellezza,"$29,545,082 "
2013,Mandela: Long Walk to Freedom,"$29,890,402 "
2013,Kokowaah 2,"$29,924,653 "
2013,Say Yes,"$30,300,000 "
2013,A Wedding Invitation,"$30,364,350 "
2013,Les Profs,"$31,090,977 "
2013,Spring Breakers,"$31,149,251 "
2013,Mud,"$31,556,959 "
2013,Man Tam,"$32,061,558 "
2013,Justin Bieber¡¯s Believe,"$32,226,781 "
2013,Deo Tereo Raibeu,"$32,230,953 "
2013,Kevin Hart: Let Me Explain,"$32,327,255 "
2013,Inside Llewyn Davis,"$32,943,247 "
2013,Gamshijadeul,"$33,551,732 "
2013,Metegol,"$34,061,097 "
2013,Sumbakokjil,"$36,412,217 "
2013,Broken City,"$37,114,977 "
2013,Doragon B¨­ru Zetto Kami to Kami,"$38,848,780 "
2013,Don Jon,"$41,268,579 "
2013,21 and Over,"$42,195,766 "
2013,Chu zi Xi zi Pi zi,"$42,280,000 "
2013,Jobs,"$43,402,515 "
2013,Eunmilhage Widaehage,"$45,286,922 "
2013,Kokowaah,"$45,424,636 "
2013,The Place Beyond the Pines,"$47,011,449 "
2013,The World's End,"$47,124,638 "
2013,Texas Chainsaw 3D,"$47,666,013 "
2013,Bereurlin,"$48,314,840 "
2013,The Last Stand,"$48,330,757 "
2013,The Big Wedding,"$48,425,971 "
2013,Parker,"$48,543,388 "
2013,Kokuriko-zaka Kara,"$49,741,982 "
2013,August: Osage County,"$50,738,810 "
2013,Feng Bao,"$50,770,000 "
2013,Yeh Jawaani Hai Deewani,"$50,827,466 "
2013,Homefront,"$51,695,362 "
2013,Tyler Perry's A Madea Christmas,"$52,543,354 "
2013,Tyler Perry¡¯s Temptation,"$53,143,144 "
2013,Delivery Man,"$55,616,322 "
2013,Snitch,"$57,907,734 "
2013,Yi dai zong shi,"$57,986,660 "
2013,A Haunted House,"$59,922,558 "
2013,Beautiful Creatures,"$60,282,876 "
2013,Runner Runner,"$60,512,680 "
2013,Dallas Buyers Club,"$60,611,845 "
2013,Gwansang,"$62,490,342 "
2013,Kick-Ass 2,"$63,129,909 "
2013,Eien No 0,"$64,071,217 "
2013,The Host,"$64,477,051 "
2013,Byeonhoin (___),"$65,205,152 "
2013,Side Effects,"$66,742,138 "
2013,Chennai Express,"$67,283,612 "
2013,One Direction: This is Us,"$68,260,659 "
2013,Stalingrad,"$68,707,119 "
2013,Sole A Catinelle,"$69,812,795 "
2013,Grudge Match,"$69,817,991 "
2013,The Call,"$69,821,476 "
2013,The Counselor,"$71,009,334 "
2013,The Best Man Holiday,"$72,835,710 "
2013,Escape From Planet Earth,"$74,156,610 "
2013,The Mortal Instruments: City of Bones,"$75,965,567 "
2013,The Book Thief,"$76,086,711 "
2013,Miracle In Cell No. 7,"$76,168,428 "
2013,Byeon-ho-in,"$76,988,372 "
2013,Scary Movie V,"$78,613,981 "
2013,Fack ju G_the,"$78,792,492 "
2013,The Attacks of 26/11,"$78,879,578 "
2013,R.I.P.D.,"$79,076,678 "
2013,The Family,"$80,588,942 "
2013,Pain & Gain,"$81,275,291 "
2013,Carrie,"$82,409,520 "
2013,B¨§ij¨©ng y¨´ sh¨¤ng xi y¨£ t¨²,"$82,984,614 "
2013,7-beon-bang-ui seon-mul,"$84,164,386 "
2013,About Time,"$85,979,738 "
2013,Jing cha gu shi er ling yi san,"$86,340,000 "
2013,Snowpiercer,"$86,808,204 "
2013,The Purge,"$91,266,581 "
2013,The Internship,"$93,672,764 "
2013,Safe Haven,"$94,050,951 "
2013,Riddick,"$94,763,758 "
2013,42,"$97,470,701 "
2013,Rush,"$98,159,204 "
2013,Philomena,"$98,963,392 "
2013,Evil Dead,"$99,041,947 "
2013,Di Renjie zhi shendu longwang (µÒÈÊ_Ö®Éñ¶¼ÿ,"$99,439,061 "
2013,Zhi wo men zhong jiang shi qu de qingÿ,"$100,030,000 "
2013,No se Aceptan Devoluciones,"$100,486,616 "
2013,Blue Jasmine,"$102,912,961 "
2013,Escape Plan,"$103,735,965 "
2013,Gangster Squad,"$104,100,903 "
2013,Free Birds,"$110,387,072 "
2013,Last Vegas,"$112,914,167 "
2013,Prisoners,"$113,310,547 "
2013,Warm Bodies,"$114,834,312 "
2013,Saving Mr. Banks,"$114,962,525 "
2013,Si Ren Ding Zhi,"$115,889,225 "
2013,Kaze Tachinu,"$117,910,911 "
2013,Walking with Dinosaurs,"$123,368,842 "
2013,This is the End,"$126,539,117 "
2013,Ender's Game,"$127,983,283 "
2013,2 Guns,"$132,493,015 "
2013,RED 2,"$141,507,355 "
2013,Mama,"$148,095,566 "
2013,Lone Survivor,"$149,804,632 "
2013,47 Ronin,"$151,716,815 "
2013,Jackass Presents: Bad Grandpa,"$160,903,019 "
2013,Insidious Chapter 2,"$161,921,515 "
2013,Anchorman 2: The Legend Continues,"$172,246,223 "
2013,Olympus Has Fallen,"$172,878,928 "
2013,Identity Thief,"$175,361,578 "
2013,Lee Daniels' The Butler,"$177,025,498 "
2013,12 Years a Slave,"$180,765,061 "
2013,The Secret Life of Walter Mitty,"$187,861,183 "
2013,Jack the Giant Slayer,"$197,687,603 "
2013,Percy Jackson: Sea of Monsters,"$200,859,554 "
2013,White House Down,"$205,440,387 "
2013,Xi you xiang mo pian,"$207,927,982 "
2013,Hansel & Gretel: Witch Hunters,"$214,949,716 "
2013,Captain Phillips,"$220,648,184 "
2013,The Heat,"$229,727,774 "
2013,Disney Planes,"$238,059,569 "
2013,Grown Ups 2,"$247,023,808 "
2013,After Earth,"$251,499,665 "
2013,American Hustle,"$257,858,943 "
2013,The Lone Ranger,"$260,002,115 "
2013,Epic,"$262,794,441 "
2013,We¡¯re the Millers,"$267,816,276 "
2013,Cloudy with a Chance of Meatballs 2,"$274,392,649 "
2013,Elysium,"$286,192,091 "
2013,Turbo,"$286,896,578 "
2013,Oblivion,"$287,916,633 "
2013,A Good Day to Die Hard,"$304,249,198 "
2013,The Conjuring,"$317,071,550 "
2013,Now You See Me,"$342,769,200 "
2013,The Smurfs 2,"$348,547,523 "
2013,The Great Gatsby,"$353,640,419 "
2013,The Hangover 3,"$362,000,072 "
2013,G.I. Joe: Retaliation,"$375,740,705 "
2013,The Wolf of Wall Street,"$389,816,136 "
2013,Pacific Rim,"$411,002,906 "
2013,The Wolverine,"$416,456,852 "
2013,Star Trek Into Darkness,"$467,381,584 "
2013,Oz the Great and Powerful,"$490,359,051 "
2013,World War Z,"$531,861,650 "
2013,The Croods,"$573,068,425 "
2013,Thor: The Dark World,"$644,602,516 "
2013,Man of Steel,"$667,999,518 "
2013,Gravity,"$685,710,761 "
2013,Monsters University,"$743,455,810 "
2013,Fast and Furious 6,"$789,300,444 "
2013,The Hunger Games: Catching Fire,864868047.00 
2013,The Hobbit: The Desolation of Smaug,959358436.00 
2013,Despicable Me 2,975216835.00 
2013,Iron Man 3,1215392272.00 
2013,Frozen,1257909889.00 
2014,Torrente 5. Operaci¨®n Eurovegas,"$13,580,332 "
2014,Labor Day,"$14,189,810 "
2014,America: Imagine a World Without Her,"$14,444,502 "
2014,The Salt of the Earth,"$14,543,275 "
2014,Beyond the Lights,"$14,618,727 "
2014,Inherent Vice,"$14,744,495 "
2014,Snezhnaya koroleva 2,"$15,002,576 "
2014,The Pyramid,"$15,031,294 "
2014,Shingeki no kyojin endo obu za w_rudo,"$15,161,611 "
2014,My Old Lady,"$15,220,308 "
2014,Ida,"$15,298,355 "
2014,Les vacances du petit Nicolas,"$15,327,389 "
2014,"Il Ricco, il Povero e il Maggiordomo","$15,377,544 "
2014,The Lunchbox,"$15,517,886 "
2014,Tyler Perry's The Single Moms Club,"$15,995,891 "
2014,Belle,"$16,511,348 "
2014,Calvary,"$16,887,741 "
2014,Addicted,"$17,499,242 "
2014,Mommy,"$17,536,004 "
2014,Shiwan Ge Lengxiaohua,"$17,550,000 "
2014,And So It Goes,"$17,920,013 "
2014,Ki-sool-ja-deul,"$18,029,692 "
2014,Bears,"$18,151,746 "
2014,Gooische Vrouwen II,"$18,317,700 "
2014,Sabotage,"$18,376,443 "
2014,The Quiet Ones,"$18,413,804 "
2014,The Drop,"$19,054,534 "
2014,Foxcatcher,"$19,303,058 "
2014,Before I Go to Sleep,"$19,563,579 "
2014,Legends of Oz: Dorothy¡¯s Return,"$20,107,933 "
2014,Tarzan,"$20,200,000 "
2014,Left Behind,"$20,769,209 "
2014,El Nino,"$20,917,985 "
2014,A Haunted House 2,"$21,206,861 "
2014,The Railway Man,"$23,910,210 "
2014,Mr. Turner,"$25,187,026 "
2014,Grace of Monaco,"$25,199,891 "
2014,Tinker Bell and the Legend of the Nevÿ,"$25,320,246 "
2014,Fading Gigolo,"$25,770,059 "
2014,Top Five,"$26,001,741 "
2014,Relatos salvajes,"$26,994,272 "
2014,Big Eyes,"$27,317,872 "
2014,Sin-ui Hansu,"$28,211,214 "
2014,Sai yau gei: Sin leui kei yun,"$29,050,000 "
2014,Yeok-rin,"$29,306,967 "
2014,Winter¡¯s Tale,"$29,575,033 "
2014,Draft Day,"$29,847,480 "
2014,When the Game Stands Tall,"$30,138,912 "
2014,The Water Diviner,"$31,054,727 "
2014,Mrs Brown's Boys D'Movie,"$31,344,256 "
2014,Get on Up,"$33,339,868 "
2014,Magic in the Moonlight,"$33,518,508 "
2014,"My Love, Don't Cross That River","$34,100,278 "
2014,Endless Love,"$34,718,173 "
2014,The November Man,"$34,820,335 "
2014,A Most Wanted Man,"$36,068,890 "
2014,Devil's Due,"$36,146,087 "
2014,Yi Sheng Yi Shi,"$37,007,558 "
2014,Women Who Flirt,"$37,094,116 "
2014,Suffragette,"$37,888,043 "
2014,Bang Bang,"$38,381,138 "
2014,The Gambler,"$38,718,031 "
2014,3 Days to Kill,"$38,959,900 "
2014,Whiplash,"$39,123,993 "
2014,Million Dollar Arm,"$39,217,912 "
2014,Sin City: A Dame to Kill For,"$40,650,842 "
2014,The Best of Me,"$41,059,418 "
2014,This is Where I Leave You,"$41,296,320 "
2014,"As Above, So Below","$41,824,066 "
2014,Earth to Echo,"$42,174,545 "
2014,Oculus,"$44,115,496 "
2014,Wei ai zhi jian ru jia jing,"$45,331,734 "
2014,Chef,"$46,829,309 "
2014,Her,"$48,043,998 "
2014,Demain Tout Commence,"$49,070,099 "
2014,Supercondriaque,"$50,160,446 "
2014,Nightcrawler,"$50,334,418 "
2014,About Last Night,"$50,445,860 "
2014,Ast¨¦rix: Le domaine des dieux,"$51,379,470 "
2014,Wild,"$52,460,543 "
2014,That Awkward Moment,"$53,068,955 "
2014,No Good Deed,"$54,323,210 "
2014,Qin ai de,"$54,630,000 "
2014,St. Vincent,"$54,837,234 "
2014,Boyhood,"$57,273,049 "
2014,Dolphin Tale 2,"$57,824,533 "
2014,The Inbetweeners 2,"$58,000,000 "
2014,Chong fan 20 sui,"$58,100,000 "
2014,The Legend of Hercules,"$58,953,319 "
2014,A Walk Among the Tombstones,"$62,108,587 "
2014,Thunder and the House of Magic,"$62,582,520 "
2014,Pirates,"$62,883,705 "
2014,God¡¯s Not Dead,"$63,777,092 "
2014,Jing Cheng 81 Hao,"$65,220,000 "
2014,Jersey Boys,"$65,282,732 "
2014,Bei Jing Ai Qing Gu Shi,"$65,713,598 "
2014,Honig im Kipf,"$66,521,876 "
2014,The Giver,"$66,540,205 "
2014,Begin Again,"$67,731,796 "
2014,Think Like a Man Too,"$70,027,933 "
2014,Son of God,"$70,949,793 "
2014,Tong zhuo de ni,"$73,050,000 "
2014,Brick Mansions,"$73,421,224 "
2014,The Pirate Fairy,"$73,816,079 "
2014,"I, Frankenstein","$74,575,290 "
2014,Xiao shi dai 3,"$75,490,000 "
2014,John Wick,"$76,010,510 "
2014,The Judge,"$76,073,556 "
2014,Step Up All In,"$77,804,384 "
2014,Ocho Apellidos Vascos,"$77,862,751 "
2014,If I Stay,"$78,356,170 "
2014,Muppets Most Wanted,"$79,312,301 "
2014,Yi bu zhi yao,"$81,300,000 "
2014,La famille B¨¦lier,"$82,438,670 "
2014,Ao men feng yun,"$84,570,000 "
2014,A Million Ways to Die in The West,"$86,778,557 "
2014,gugjesijang (____),"$87,394,736 "
2014,Deliver Us from Evil,"$87,956,618 "
2014,Paranormal Activity: The Marked Ones,"$90,904,854 "
2014,Cong cong na nian,"$94,036,853 "
2014,The Hundred-Foot Journey,"$94,270,488 "
2014,P.K.,"$95,616,104 "
2014,Tammy,"$96,407,655 "
2014,The Book of Life,"$97,651,543 "
2014,Gukjesijang,"$99,684,837 "
2014,Hou hui wu qi,"$100,110,000 "
2014,Heaven is for Real,"$100,913,556 "
2014,"Alexander and the Terrible, Horrible,ÿ","$101,379,287 "
2014,Birdman or (The Unexpected Virtue of ÿ,"$102,926,247 "
2014,Transcendence,"$103,039,258 "
2014,Ouija,"$103,300,632 "
2014,Horrible Bosses 2,"$105,945,357 "
2014,The Breakup Guru,"$106,798,959 "
2014,Pompeii,"$108,469,033 "
2014,Seventh Son,"$108,874,967 "
2014,The Purge: Anarchy,"$111,534,881 "
2014,The Boxtrolls,"$111,898,741 "
2014,Where Are We Going Dad?,"$112,370,000 "
2014,Qu'est ce qu'on a fait au bon dieu,"$119,999,878 "
2014,The Nut Job,"$122,529,966 "
2014,The Theory of Everything,"$123,327,692 "
2014,Sex Tape,"$126,069,509 "
2014,Blended,"$127,990,741 "
2014,Jack Ryan: Shadow Recruit,"$131,377,412 "
2014,Myeong-ryang,"$133,450,917 "
2014,Let¡¯s Be Cops,"$136,890,774 "
2014,Annie,"$139,829,625 "
2014,Stand By Me Doraemon,"$147,000,000 "
2014,Into the Storm,"$150,429,371 "
2014,Ride Along,"$153,733,800 "
2014,Planes: Fire and Rescue,"$156,399,644 "
2014,Dumb and Dumber To,"$156,553,592 "
2014,The Monuments Men,"$158,702,748 "
2014,The Grand Budapest Hotel,"$163,503,514 "
2014,Unbroken,"$163,527,824 "
2014,Xi you ji: Da nao tian gong,"$167,840,000 "
2014,Xin Hua Lu Fang,"$188,744,961 "
2014,The Equalizer,"$192,903,624 "
2014,Need for Speed,"$194,169,619 "
2014,The Other Woman,"$195,111,193 "
2014,The Expendables 3,"$209,461,378 "
2014,Fury,"$210,315,681 "
2014,Into the Woods,"$212,416,317 "
2014,Dracula Untold,"$220,241,723 "
2014,Non-Stop,"$222,383,055 "
2014,The Imitation Game,"$227,328,585 "
2014,RoboCop,"$242,981,799 "
2014,Hercules,"$243,388,614 "
2014,Paddington,"$252,410,984 "
2014,The Taking of Tiger Mountain,"$255,742,933 "
2014,Annabelle,"$256,857,527 "
2014,Exodus: Gods and Kings,"$268,314,513 "
2014,Mr. Peabody & Sherman,"$269,806,430 "
2014,Neighbors,"$270,944,428 "
2014,Divergent,"$276,014,965 "
2014,The Fault in Our Stars,"$307,166,834 "
2014,300: Rise of an Empire,"$330,780,051 "
2014,22 Jump Street,"$331,333,876 "
2014,The Maze Runner,"$348,319,861 "
2014,Noah,"$352,831,065 "
2014,Night at the Museum: Secret of the Tomb,"$353,756,621 "
2014,Penguins of Madagascar,"$366,942,531 "
2014,Edge of Tomorrow,"$367,028,980 "
2014,Gone Girl,"$367,160,781 "
2014,Lucy,"$457,507,776 "
2014,The Lego Movie,"$468,084,718 "
2014,Teenage Mutant Ninja Turtles,"$485,004,754 "
2014,Rio 2,"$492,846,291 "
2014,Godzilla,"$529,076,069 "
2014,American Sniper,"$547,326,372 "
2014,How to Train Your Dragon 2,"$614,586,270 "
2014,Big Hero 6,"$648,415,024 "
2014,Interstellar,"$648,785,349 "
2014,The Amazing Spider-Man 2,"$708,996,336 "
2014,Dawn of the Planet of the Apes,"$710,644,566 "
2014,Captain America: The Winter Soldier,"$714,401,889 "
2014,X-Men: Days of Future Past,"$747,862,775 "
2014,Maleficent,"$758,536,735 "
2014,The Hunger Games: Mockingjay - Part 1,"$766,575,131 "
2014,Guardians of the Galaxy,"$770,882,395 "
2014,The Hobbit: The Battle of the Five Arÿ,940323039.00 
2014,Transformers: Age of Extinction,1104054072.00 
2015,The Green Inferno,"$12,931,420 "
2015,Macbeth,"$13,104,307 "
2015,Unfinished Business,"$13,214,051 "
2015,Trumbo,"$13,300,181 "
2015,Listy do M. 2,"$13,482,509 "
2015,Oneului yeonae,"$13,576,426 "
2015,Bakuman,"$13,584,054 "
2015,Toshokan Sensoi The Last Mission,"$13,597,694 "
2015,Strange Magic,"$13,741,343 "
2015,Traumfrauen,"$14,057,701 "
2015,Der Nanny,"$14,113,845 "
2015,45 Years,"$14,275,594 "
2015,Woodlawn,"$14,403,891 "
2015,Haha to Kuraseba,"$14,489,836 "
2015,"Mune, le gardien de la lune","$14,534,046 "
2015,The Beauty Inside,"$14,625,759 "
2015,Do You Believe?,"$14,628,921 "
2015,The Vatican Tapes,"$14,929,184 "
2015,Love & Mercy,"$14,949,908 "
2015,Mucize,"$15,301,749 "
2015,Tamasha,"$15,304,766 "
2015,Ak-ui yeon-dae-gi,"$15,315,552 "
2015,Pourquoi j'ai pas mang¨¦ mon p¨¨re,"$15,451,663 "
2015,Scouts Guide to the Zombie Apocalypse,"$15,554,855 "
2015,Tri bogatyrya: Khod konem,"$15,687,885 "
2015,Umimachi Diary,"$15,712,752 "
2015,Regression,"$15,824,374 "
2015,Loucas pra Casar,"$15,918,808 "
2015,Gangnam 1970,"$16,016,282 "
2015,Fei Fa Cao Zuo,"$16,180,000 "
2015,"Belle et S¨¦bastien, l'aventure continue","$16,503,991 "
2015,Ich bin dann mal weg,"$16,670,205 "
2015,Emperor Holidays,"$16,960,000 "
2015,Boruto: Naruto the Movie,"$17,014,551 "
2015,Monkey Kingdom,"$17,159,530 "
